ID,Date added,Description,URL,Topic,Domain,Long ID,Transition,Modeling,Related to Algebra Assessment Items (Column),"Related to Copy of ,Review of connections to Common Core High School Mathematics (Standards)","Related to Copy of ,Review of connections to Common Core High School Mathematics (Standards) 1",Related to Question <> Standard mapping (Standard),Related to Review of connections to Common Core High School Mathematics (Standard),Related to Review of connections to Common Core High School Mathematics (Standards),Related to SAT Crosswalk to CCSS (Files),Related to Sample CCSS standards mapping for project documentation  (Standards engaged),Related to Sample CCSS standards mapping for project documentation (Standards engaged),Related to Sample CCSS standards mapping for project documentation (Standards engaged) 1,Related to Sample CCSS standards mapping for project documentation (Standards engaged) 2,Related to Sample CCSS standards mapping for project documentation (Standards engaged) 3,Related to Sample CCSS standards mapping for project documentation (Standards engaged) 4,Related to Sample CCSS standards mapping for project documentation (Standards engaged) 5
HSN.CN.A.1,"Dec 30, 2019 10:57 PM","Know there is a complex number i such that i2 = -1, and every complex number has the form a + bi with a and b real.",http://www.corestandards.org/Math/Content/HSN/CN/A/1/,Number & Quantity,The Complex Number System,CCSS.Math.Content.HSN.CN.A.1,No,No,,,,,,,,,,,,,,
HSN.CN.A.2,"Dec 30, 2019 10:57 PM","Use the relation i2 = -1 and the commutative, associative, and distributive properties to add, subtract, and multiply complex numbers.",http://www.corestandards.org/Math/Content/HSN/CN/A/2/,Number & Quantity,The Complex Number System,CCSS.Math.Content.HSN.CN.A.2,No,No,,,,,,,,,,,,,,
HSN.CN.A.3,"Dec 30, 2019 10:57 PM",Find the conjugate of a complex number; use conjugates to find moduli and quotients of complex numbers.,http://www.corestandards.org/Math/Content/HSN/CN/A/3/,Number & Quantity,The Complex Number System,CCSS.Math.Content.HSN.CN.A.3,Yes,No,,,,,,,,,,,,,,
HSN.CN.B.4,"Dec 30, 2019 10:57 PM","Represent complex numbers on the complex plane in rectangular and polar form (including real and imaginary numbers), and explain why the rectangular and polar forms of a given complex number represent the same number.",http://www.corestandards.org/Math/Content/HSN/CN/B/4/,Number & Quantity,The Complex Number System,CCSS.Math.Content.HSN.CN.B.4,Yes,No,,,,,,,,,,,,,,
HSN.CN.B.5,"Dec 30, 2019 10:57 PM","Represent addition, subtraction, multiplication, and conjugation of complex numbers geometrically on the complex plane; use properties of this representation for computation. For example, (-1 + √3 i)3 = 8 because (-1 + √3 i) has modulus 2 and argument 120°.",http://www.corestandards.org/Math/Content/HSN/CN/B/5/,Number & Quantity,The Complex Number System,CCSS.Math.Content.HSN.CN.B.5,Yes,No,,,,,,,,,,,,,,
HSN.CN.B.6,"Dec 30, 2019 10:57 PM","Calculate the distance between numbers in the complex plane as the modulus of the difference, and the midpoint of a segment as the average of the numbers at its endpoints.",http://www.corestandards.org/Math/Content/HSN/CN/B/6/,Number & Quantity,The Complex Number System,CCSS.Math.Content.HSN.CN.B.6,Yes,No,,,,,,,,,,,,,,
HSN.CN.C.7,"Dec 30, 2019 10:57 PM",Solve quadratic equations with real coefficients that have complex solutions.,http://www.corestandards.org/Math/Content/HSN/CN/C/7/,Number & Quantity,The Complex Number System,CCSS.Math.Content.HSN.CN.C.7,No,No,,,,,,,,,,,,,,
HSN.CN.C.8,"Dec 30, 2019 10:57 PM","Extend polynomial identities to the complex numbers. For example, rewrite x2 + 4 as (x + 2i)(x - 2i).",http://www.corestandards.org/Math/Content/HSN/CN/C/8/,Number & Quantity,The Complex Number System,CCSS.Math.Content.HSN.CN.C.8,Yes,No,,,,,,,,,,,,,,
HSN.CN.C.9,"Dec 30, 2019 10:57 PM",Know the Fundamental Theorem of Algebra; show that it is true for quadratic polynomials.,http://www.corestandards.org/Math/Content/HSN/CN/C/9/,Number & Quantity,The Complex Number System,CCSS.Math.Content.HSN.CN.C.9,Yes,No,,,,,,,,,,,,,,
HSN.Q.A.1,"Dec 30, 2019 10:57 PM",Use units as a way to understand problems and to guide the solution of multi-step problems; choose and interpret units consistently in formulas; choose and interpret the scale and the origin in graphs and data displays.,http://www.corestandards.org/Math/Content/HSN/Q/A/1/,Number & Quantity,Quantities,CCSS.Math.Content.HSN.Q.A.1,No,No,https://www.notion.so/HSN-Q-A-5c80e065dfc944f987390bcc467493c9,https://www.notion.so/Translating-local-angle-measurements-and-increments-into-an-absolute-measure-of-direction-on-a-plane-a3ce0bc00dad48649738204d80930548,https://www.notion.so/Translating-local-angle-measurements-and-increments-into-an-absolute-measure-of-direction-on-a-plane-f3e02288269c44969dde262cfbd727d3,,https://www.notion.so/In-calibrating-gravity-defining-the-strength-of-the-spring-974169c3a9ce4bbd976d0cff49561862,https://www.notion.so/In-choosing-and-how-to-initialize-the-ball-and-calibrating-relative-velocity-b7a247e9c25d4a67be983c8674b888ad,,,,,,,,
HSN.Q.A.2,"Dec 30, 2019 10:57 PM",Define appropriate quantities for the purpose of descriptive modeling.,http://www.corestandards.org/Math/Content/HSN/Q/A/2/,Number & Quantity,Quantities,CCSS.Math.Content.HSN.Q.A.2,No,No,https://www.notion.so/HSN-Q-A-5c80e065dfc944f987390bcc467493c9,https://www.notion.so/When-observing-how-a-slingshot-actually-works-Decomposing-the-direction-and-speed-aspects-of-the-cr-7961c8f541a14d58abd80b78678ed7a7,https://www.notion.so/Playing-around-with-different-somewhat-random-reflection-angles-when-the-ball-hits-a-paddle-Defini-10931077cf154f1582f9af1f652c6185,,https://www.notion.so/In-developing-gravity-in-breaking-down-velocity-into-x-and-y-components-in-calibrating-the-streng-b8f0f19b473e495db12ae57fc138cb7c,https://www.notion.so/In-modeling-the-velocity-as-x-and-y-components-in-choosing-to-use-position-velocity-and-accelera-6fc40bb290d3482b9519c8d21cfc4b46,,,,https://www.notion.so/Representing-the-dice-with-internal-values-3733040835d641f7a2c178292c8370ac,,,,
HSN.Q.A.3,"Dec 30, 2019 10:57 PM",Choose a level of accuracy appropriate to limitations on measurement when reporting quantities.,http://www.corestandards.org/Math/Content/HSN/Q/A/3/,Number & Quantity,Quantities,CCSS.Math.Content.HSN.Q.A.3,No,No,https://www.notion.so/HSN-Q-A-5c80e065dfc944f987390bcc467493c9,,https://www.notion.so/Adjusting-the-definition-of-that-scoring-area-based-on-Scratch-s-sensing-ability-making-sure-the-en-357e67bab26a4ba38ab7f59b91addc98,,,,,,,,,,,
HSN.RN.A.1,"Dec 30, 2019 10:57 PM","Explain how the definition of the meaning of rational exponents follows from extending the properties of integer exponents to those values, allowing for a notation for radicals in terms of rational exponents. For example, we define 51/3 to be the cube root of 5 because we want (51/3)3 = 5(1/3)3 to hold, so (51/3)3 must equal 5.",http://www.corestandards.org/Math/Content/HSN/RN/A/1/,Number & Quantity,The Real Number System,CCSS.Math.Content.HSN.RN.A.1,No,No,https://www.notion.so/HSN-RN-A-26d571a085234438a74f33035ff6f364,,,,,,,,,,,,,
HSN.RN.A.2,"Dec 30, 2019 10:57 PM",Rewrite expressions involving radicals and rational exponents using the properties of exponents.,http://www.corestandards.org/Math/Content/HSN/RN/A/2/,Number & Quantity,The Real Number System,CCSS.Math.Content.HSN.RN.A.2,No,No,https://www.notion.so/HSN-RN-A-26d571a085234438a74f33035ff6f364,,,,,,https://www.notion.so/Equivalent-expressions-f6a8a2a0c7f14500919fb04c96b3e8f0,,,,,,,
HSN.RN.B.3,"Dec 30, 2019 10:57 PM",Explain why the sum or product of two rational numbers is rational; that the sum of a rational number and an irrational number is irrational; and that the product of a nonzero rational number and an irrational number is irrational.,http://www.corestandards.org/Math/Content/HSN/RN/B/3/,Number & Quantity,The Real Number System,CCSS.Math.Content.HSN.RN.B.3,No,No,https://www.notion.so/HSN-RN-B-a8e0043729404ec49a766d528f3aa9be,,,,,,,,,,,,,
HSN.VM.A.1,"Dec 30, 2019 10:57 PM","Recognize vector quantities as having both magnitude and direction. Represent vector quantities by directed line segments, and use appropriate symbols for vectors and their magnitudes (e.g., v, |v|, ||v||, v).",http://www.corestandards.org/Math/Content/HSN/VM/A/1/,Number & Quantity,Vector and Matrix Quantities,CCSS.Math.Content.HSN.VM.A.1,Yes,No,,"https://www.notion.so/When-observing-how-a-slingshot-actually-works-Decomposing-the-direction-and-speed-aspects-of-the-cr-7961c8f541a14d58abd80b78678ed7a7, https://www.notion.so/When-I-realized-I-needed-to-be-moving-the-crystal-to-the-right-as-well-and-did-some-math-Drawing-a--712fefebff784c1fac74850df586ea0d","https://www.notion.so/Orienting-the-paddle-to-a-certain-heading-direction-in-order-to-define-its-vector-of-movement-Mult-e2abceffeba2412d898494d9627fda49, https://www.notion.so/Defining-a-global-variable-of-paddle-step-size-in-order-to-play-with-paddle-speed-and-movement-095bfde3790a4b52bd261f26c7b0f0b5",,https://www.notion.so/In-breaking-down-velocity-into-x-and-y-components-in-applying-gravity-as-an-updating-force-on-the--0db643c5c9e04e5889b2b3ef99cb288f,https://www.notion.so/In-modeling-velocity-as-a-vector-in-modeling-what-bounce-actually-means-in-using-negative-multip-02def81d44554fc49608c18cafb36c25,,,,,,,,
HSN.VM.A.2,"Dec 30, 2019 10:57 PM",Find the components of a vector by subtracting the coordinates of an initial point from the coordinates of a terminal point.,http://www.corestandards.org/Math/Content/HSN/VM/A/2/,Number & Quantity,Vector and Matrix Quantities,CCSS.Math.Content.HSN.VM.A.2,Yes,No,,,,,https://www.notion.so/In-developing-the-relative-motion-interface-for-dragging-the-launcher-back-9a45afcf042c4b9d9f975a75c42d1bd0,,,,,,,,,
HSN.VM.A.3,"Dec 30, 2019 10:57 PM",Solve problems involving velocity and other quantities that can be represented by vectors.,http://www.corestandards.org/Math/Content/HSN/VM/A/3/,Number & Quantity,Vector and Matrix Quantities,CCSS.Math.Content.HSN.VM.A.3,Yes,No,,,,,https://www.notion.so/In-modeling-the-motion-of-a-body-under-gravity-in-decomposing-the-velocity-into-x-and-y-components--fea1e052cda44dfbb40915831cd6a60b,https://www.notion.so/In-modeling-velocity-as-a-vector-in-modeling-what-bounce-actually-means-in-using-negative-multip-2993a7ede1224c7fb625b30cd1fb996b,,,,,,,,
HSN.VM.B.4,"Dec 30, 2019 10:57 PM",Add and subtract vectors.,http://www.corestandards.org/Math/Content/HSN/VM/B/4/,Number & Quantity,Vector and Matrix Quantities,CCSS.Math.Content.HSN.VM.B.4,Yes,No,,https://www.notion.so/When-throwing-the-crystal-straight-up-and-down-with-acceleration-due-to-the-force-of-the-throw-and-g-98d99e4c34224f6ea2403cc18d275c06,,,https://www.notion.so/In-modeling-the-effect-of-gravity-on-an-initial-velocity-in-modeling-an-initial-velocity-as-x-and--f3ab6fe651f0488f9d08511f311d5b19,,,,,,,,,
HSN.VM.B.5,"Dec 30, 2019 10:57 PM",Multiply a vector by a scalar.,http://www.corestandards.org/Math/Content/HSN/VM/B/5/,Number & Quantity,Vector and Matrix Quantities,CCSS.Math.Content.HSN.VM.B.5,Yes,No,,https://www.notion.so/When-defining-the-force-with-which-the-crystal-is-thrown-as-proportional-to-the-distance-between-the-8b55a46358f548f2b09963d25ae63b59,,,https://www.notion.so/In-scaling-the-strength-of-the-spring-launcher-d99a54d4aad44206b1ec632297eab00c,,,,,,,,,
HSN.VM.C.6,"Dec 30, 2019 10:57 PM","Use matrices to represent and manipulate data, e.g., to represent payoffs or incidence relationships in a network.",http://www.corestandards.org/Math/Content/HSN/VM/C/6/,Number & Quantity,Vector and Matrix Quantities,CCSS.Math.Content.HSN.VM.C.6,Yes,No,,,,,,,,,,,,,,
HSN.VM.C.7,"Dec 30, 2019 10:57 PM","Multiply matrices by scalars to produce new matrices, e.g., as when all of the payoffs in a game are doubled.",http://www.corestandards.org/Math/Content/HSN/VM/C/7/,Number & Quantity,Vector and Matrix Quantities,CCSS.Math.Content.HSN.VM.C.7,Yes,No,,,,,,,,,,,,,,
HSN.VM.C.8,"Dec 30, 2019 10:57 PM","Add, subtract, and multiply matrices of appropriate dimensions.",http://www.corestandards.org/Math/Content/HSN/VM/C/8/,Number & Quantity,Vector and Matrix Quantities,CCSS.Math.Content.HSN.VM.C.8,Yes,No,,,,,,,,,,,,,,
HSN.VM.C.9,"Dec 30, 2019 10:57 PM","Understand that, unlike multiplication of numbers, matrix multiplication for square matrices is not a commutative operation, but still satisfies the associative and distributive properties.",http://www.corestandards.org/Math/Content/HSN/VM/C/9/,Number & Quantity,Vector and Matrix Quantities,CCSS.Math.Content.HSN.VM.C.9,Yes,No,,,,,,,,,,,,,,
HSN.VM.C.10,"Dec 30, 2019 10:57 PM",Understand that the zero and identity matrices play a role in matrix addition and multiplication similar to the role of 0 and 1 in the real numbers. The determinant of a square matrix is nonzero if and only if the matrix has a multiplicative inverse.,http://www.corestandards.org/Math/Content/HSN/VM/C/10/,Number & Quantity,Vector and Matrix Quantities,CCSS.Math.Content.HSN.VM.C.10,Yes,No,,,,,,,,,,,,,,
HSN.VM.C.11,"Dec 30, 2019 10:57 PM",Multiply a vector (regarded as a matrix with one column) by a matrix of suitable dimensions to produce another vector. Work with matrices as transformations of vectors.,http://www.corestandards.org/Math/Content/HSN/VM/C/11/,Number & Quantity,Vector and Matrix Quantities,CCSS.Math.Content.HSN.VM.C.11,Yes,No,,,,,,,,,,,,,,
HSN.VM.C.12,"Dec 30, 2019 10:57 PM","Work with 2 × 2 matrices as a transformations of the plane, and interpret the absolute value of the determinant in terms of area.",http://www.corestandards.org/Math/Content/HSN/VM/C/12/,Number & Quantity,Vector and Matrix Quantities,CCSS.Math.Content.HSN.VM.C.12,Yes,No,,,,,,,,,,,,,,
HSA.APR.A.1,"Dec 30, 2019 10:57 PM","Understand that polynomials form a system analogous to the integers, namely, they are closed under the operations of addition, subtraction, and multiplication; add, subtract, and multiply polynomials.",http://www.corestandards.org/Math/Content/HSA/APR/A/1/,Algebra,Arithmetic with Polynomials & Rational Expressions,CCSS.Math.Content.HSA.APR.A.1,No,No,https://www.notion.so/HSA-APR-A-122b0d943ec546dca5a6a1cad3de0c15,,,,,,https://www.notion.so/Equivalent-expressions-f6a8a2a0c7f14500919fb04c96b3e8f0,,,,,,,
HSA.APR.B.2,"Dec 30, 2019 10:57 PM","Know and apply the Remainder Theorem: For a polynomial p(x) and a number a, the remainder on division by x - a is p(a), so p(a) = 0 if and only if (x - a) is a factor of p(x).",http://www.corestandards.org/Math/Content/HSA/APR/B/2/,Algebra,Arithmetic with Polynomials & Rational Expressions,CCSS.Math.Content.HSA.APR.B.2,No,No,https://www.notion.so/HSA-APR-B-e564310d4794438b8765e6712d79db41,,,,,,https://www.notion.so/Nonlinear-functions-8f31dfc425014243a671aa7a50035f55,,,,,,,
HSA.APR.B.3,"Dec 30, 2019 10:57 PM","Identify zeros of polynomials when suitable factorizations are available, and use the zeros to construct a rough graph of the function defined by the polynomial.",http://www.corestandards.org/Math/Content/HSA/APR/B/3/,Algebra,Arithmetic with Polynomials & Rational Expressions,CCSS.Math.Content.HSA.APR.B.3,No,No,https://www.notion.so/HSA-APR-B-e564310d4794438b8765e6712d79db41,,,,,,https://www.notion.so/Nonlinear-equations-in-one-variable-and-systems-of-equations-in-two-variables-c0e70c18a18f43feb264dba82657123d,,,,,,,
HSA.APR.C.4,"Dec 30, 2019 10:57 PM","Prove polynomial identities and use them to describe numerical relationships. For example, the polynomial identity (x2 + y2)2 = (x2 - y2)2 + (2xy)2 can be used to generate Pythagorean triples.",http://www.corestandards.org/Math/Content/HSA/APR/C/4/,Algebra,Arithmetic with Polynomials & Rational Expressions,CCSS.Math.Content.HSA.APR.C.4,No,No,,,,,,,,,,,,,,
HSA.APR.C.5,"Dec 30, 2019 10:57 PM","Know and apply the Binomial Theorem for the expansion of (x + y)n in powers of x and y for a positive integer n, where x and y are any numbers, with coefficients determined for example by Pascal's Triangle.1",http://www.corestandards.org/Math/Content/HSA/APR/C/5/,Algebra,Arithmetic with Polynomials & Rational Expressions,CCSS.Math.Content.HSA.APR.C.5,Yes,No,,,,,,,,,,,,,,
HSA.APR.D.6,"Dec 30, 2019 10:57 PM","Rewrite simple rational expressions in different forms; write a(x)/b(x) in the form q(x) + r(x)/b(x), where a(x), b(x), q(x), and r(x) are polynomials with the degree of r(x) less than the degree of b(x), using inspection, long division, or, for the more complicated examples, a computer algebra system.",http://www.corestandards.org/Math/Content/HSA/APR/D/6/,Algebra,Arithmetic with Polynomials & Rational Expressions,CCSS.Math.Content.HSA.APR.D.6,No,No,,,,,,,https://www.notion.so/Equivalent-expressions-f6a8a2a0c7f14500919fb04c96b3e8f0,,,,,,,
HSA.APR.D.7,"Dec 30, 2019 10:57 PM","Understand that rational expressions form a system analogous to the rational numbers, closed under addition, subtraction, multiplication, and division by a nonzero rational expression; add, subtract, multiply, and divide rational expressions.",http://www.corestandards.org/Math/Content/HSA/APR/D/7/,Algebra,Arithmetic with Polynomials & Rational Expressions,CCSS.Math.Content.HSA.APR.D.7,Yes,No,,,,,,,,,,,,,,
HSA.CED.A.1,"Dec 30, 2019 10:57 PM","Create equations and inequalities in one variable and use them to solve problems. Include equations arising from linear and quadratic functions, and simple rational and exponential functions.",http://www.corestandards.org/Math/Content/HSA/CED/A/1/,Algebra,Creating Equations,CCSS.Math.Content.HSA.CED.A.1,No,No,https://www.notion.so/HSA-CED-A-ef1c9b34c4bd4d1bbac93bf61db66369,https://www.notion.so/Attempted-to-solve-the-distance-formula-but-had-two-variables-in-one-equation-e604da588c884fd587d1ad2dc3a412e7,"https://www.notion.so/Then-solving-each-of-those-equations-for-a-single-unknown-value-d387bf80d96c4905beec9ab4622263dc, https://www.notion.so/Defining-a-scoring-area-relative-to-a-vertical-line-y-value-using-inequalities-a8ac29825442444b9223fd364644bf44",,https://www.notion.so/In-creating-equations-for-updating-x-and-y-position-and-velocity-based-on-gravity-time-a95b021d56904fc68e6352cb60b417b1,https://www.notion.so/Depending-on-how-you-approached-it-in-the-initial-work-to-decompose-a-velocity-into-x-and-y-compone-37384571ce914cc8a1f69c12b0858003,"https://www.notion.so/Linear-equations-in-one-variable-5eaa42e4bb8b40b08a39fd7e38df2bee, https://www.notion.so/Linear-inequalities-in-one-or-two-variables-e4c2804c70d642728a22931449728d51",,,https://www.notion.so/Constraining-the-placement-of-dice-in-the-board-drawer-checking-whether-two-dice-cancel-709efcb032ae46da9f8e740d910416ff,,https://www.notion.so/Giving-values-to-the-cards-and-getting-them-to-combine-to-cancel-out-25d9ceea6dd0494d9259183eebb098ab,,
HSA.CED.A.2,"Dec 30, 2019 10:57 PM",Create equations in two or more variables to represent relationships between quantities; graph equations on coordinate axes with labels and scales.,http://www.corestandards.org/Math/Content/HSA/CED/A/2/,Algebra,Creating Equations,CCSS.Math.Content.HSA.CED.A.2,No,No,https://www.notion.so/HSA-CED-A-ef1c9b34c4bd4d1bbac93bf61db66369,,https://www.notion.so/Playing-around-with-different-somewhat-random-reflection-angles-when-the-ball-hits-a-paddle-Defini-10931077cf154f1582f9af1f652c6185,,https://www.notion.so/In-creating-equations-for-updating-x-and-y-position-and-velocity-based-on-gravity-time-45a80b5a72ad49d8b68a1b9d31561b29,,https://www.notion.so/Linear-functions-1cbfafac273e4b4ab5aeec2239f7f516,,,,,,,
HSA.CED.A.3,"Dec 30, 2019 10:57 PM","Represent constraints by equations or inequalities, and by systems of equations and/or inequalities, and interpret solutions as viable or nonviable options in a modeling context. For example, represent inequalities describing nutritional and cost constraints on combinations of different foods.",http://www.corestandards.org/Math/Content/HSA/CED/A/3/,Algebra,Creating Equations,CCSS.Math.Content.HSA.CED.A.3,No,No,https://www.notion.so/HSA-CED-A-ef1c9b34c4bd4d1bbac93bf61db66369,"https://www.notion.so/When-I-realized-I-needed-to-be-moving-the-crystal-to-the-right-as-well-and-did-some-math-Using-the--65215ebedc3d4e5a80b94f5a0e05f755, https://www.notion.so/When-I-realized-I-needed-to-be-moving-the-crystal-to-the-right-as-well-and-did-some-math-Translatin-bdac78e0b90c4feca6901daac2a34329","https://www.notion.so/When-calculating-the-ball-s-new-direction-after-reflecting-off-the-paddle-Defining-direction-in-two-ce8d2427acb14776b9b94fcd7385408d, https://www.notion.so/When-looking-at-the-ball-reflection-examples-for-which-I-knew-the-right-values-Using-edge-cases-kn-29c369edb7d84b8e99587d5ee82903e7, https://www.notion.so/When-looking-at-the-ball-reflection-examples-for-which-I-knew-the-right-values-Extrapolating-an-equ-b3dab85a00b34008abee8e8fa5526a6d",,,https://www.notion.so/In-defining-where-and-when-to-bounce-in-defining-where-to-initialize-a-new-ball-2325eaa865d74373ba44cd2f16215467,"https://www.notion.so/Linear-equations-in-two-variables-2709353caddd45cb85c55d393584fdb8, https://www.notion.so/Linear-inequalities-in-one-or-two-variables-e4c2804c70d642728a22931449728d51",,,https://www.notion.so/Constraining-the-placement-of-dice-in-the-board-drawer-checking-whether-two-dice-cancel-709efcb032ae46da9f8e740d910416ff,,,,
HSA.CED.A.4,"Dec 30, 2019 10:57 PM","Rearrange formulas to highlight a quantity of interest, using the same reasoning as in solving equations. For example, rearrange Ohm's law V = IR to highlight resistance R.",http://www.corestandards.org/Math/Content/HSA/CED/A/4/,Algebra,Creating Equations,CCSS.Math.Content.HSA.CED.A.4,No,No,https://www.notion.so/HSA-CED-A-ef1c9b34c4bd4d1bbac93bf61db66369,https://www.notion.so/When-I-realized-I-needed-to-be-moving-the-crystal-to-the-right-as-well-and-did-some-math-Translatin-bdac78e0b90c4feca6901daac2a34329,"https://www.notion.so/When-calculating-the-ball-s-new-direction-after-reflecting-off-the-paddle-Defining-direction-in-two-ce8d2427acb14776b9b94fcd7385408d, https://www.notion.so/Then-solving-each-of-those-equations-for-a-single-unknown-value-d387bf80d96c4905beec9ab4622263dc",,,https://www.notion.so/Depending-on-how-you-approached-it-in-the-initial-work-to-decompose-a-velocity-into-x-and-y-compone-11fc86cc67054a0dbf6bc0b8728009ee,https://www.notion.so/Nonlinear-equations-in-one-variable-and-systems-of-equations-in-two-variables-c0e70c18a18f43feb264dba82657123d,,,https://www.notion.so/The-whole-logic-of-the-game-aiming-to-isolate-the-Tootsie-Roll-3cc1bff8fb264a4ab72a0a020bf9f8b2,,,,
HSA.REI.A.1,"Dec 30, 2019 10:57 PM","Explain each step in solving a simple equation as following from the equality of numbers asserted at the previous step, starting from the assumption that the original equation has a solution. Construct a viable argument to justify a solution method.",http://www.corestandards.org/Math/Content/HSA/REI/A/1/,Algebra,Reasoning with Equations and Inequalities,CCSS.Math.Content.HSA.REI.A.1,No,No,https://www.notion.so/HSA-REI-A-1272ececf8034977bfb96458a95f4c27,,,,,,https://www.notion.so/Nonlinear-functions-8f31dfc425014243a671aa7a50035f55,,,https://www.notion.so/The-whole-logic-of-the-game-aiming-to-isolate-the-Tootsie-Roll-3cc1bff8fb264a4ab72a0a020bf9f8b2,,https://www.notion.so/Reflecting-in-journal-on-creating-system-for-isolating-box-04c9406febeb461fb50d9e523c46fec1,,
HSA.REI.A.2,"Dec 30, 2019 10:57 PM","Solve simple rational and radical equations in one variable, and give examples showing how extraneous solutions may arise.",http://www.corestandards.org/Math/Content/HSA/REI/A/2/,Algebra,Reasoning with Equations and Inequalities,CCSS.Math.Content.HSA.REI.A.2,No,No,https://www.notion.so/HSA-REI-A-1272ececf8034977bfb96458a95f4c27,,,,,,https://www.notion.so/Nonlinear-equations-in-one-variable-and-systems-of-equations-in-two-variables-c0e70c18a18f43feb264dba82657123d,,,,,,,
HSA.REI.B.3,"Dec 30, 2019 10:57 PM","Solve linear equations and inequalities in one variable, including equations with coefficients represented by letters.",http://www.corestandards.org/Math/Content/HSA/REI/B/3/,Algebra,Reasoning with Equations and Inequalities,CCSS.Math.Content.HSA.REI.B.3,No,No,https://www.notion.so/HSA-REI-B-e7019dc174bc4e088f146540b4c5c020,,,,,,"https://www.notion.so/Linear-equations-in-one-variable-5eaa42e4bb8b40b08a39fd7e38df2bee, https://www.notion.so/Linear-inequalities-in-one-or-two-variables-e4c2804c70d642728a22931449728d51",,,,,,,
HSA.REI.B.4,"Dec 30, 2019 10:57 PM",Solve quadratic equations in one variable.,http://www.corestandards.org/Math/Content/HSA/REI/B/4/,Algebra,Reasoning with Equations and Inequalities,CCSS.Math.Content.HSA.REI.B.4,No,No,https://www.notion.so/HSA-REI-B-e7019dc174bc4e088f146540b4c5c020,https://www.notion.so/Attempted-to-solve-the-distance-formula-but-had-two-variables-in-one-equation-e604da588c884fd587d1ad2dc3a412e7,,,,,https://www.notion.so/Nonlinear-equations-in-one-variable-and-systems-of-equations-in-two-variables-c0e70c18a18f43feb264dba82657123d,,,,,,,
