ID,Date added,Description,URL,Topic,Domain,Long ID,Transition,Modeling,Related to Algebra Assessment Items (Column),"Related to Copy of ,Review of connections to Common Core High School Mathematics (Standards)","Related to Copy of ,Review of connections to Common Core High School Mathematics (Standards) 1",Related to Question <> Standard mapping (Standard),Related to Review of connections to Common Core High School Mathematics (Standard),Related to Review of connections to Common Core High School Mathematics (Standards),Related to SAT Crosswalk to CCSS (Files),Related to Sample CCSS standards mapping for project documentation  (Standards engaged),Related to Sample CCSS standards mapping for project documentation (Standards engaged),Related to Sample CCSS standards mapping for project documentation (Standards engaged) 1,Related to Sample CCSS standards mapping for project documentation (Standards engaged) 2,Related to Sample CCSS standards mapping for project documentation (Standards engaged) 3,Related to Sample CCSS standards mapping for project documentation (Standards engaged) 4,Related to Sample CCSS standards mapping for project documentation (Standards engaged) 5
HSG.CO.B.7,"Dec 30, 2019 10:57 PM",Use the definition of congruence in terms of rigid motions to show that two triangles are congruent if and only if corresponding pairs of sides and corresponding pairs of angles are congruent.,http://www.corestandards.org/Math/Content/HSG/CO/B/7/,Geometry,Congruence,CCSS.Math.Content.HSG.CO.B.7,No,No,,,,,,,,,,,,,,
HSG.CO.B.8,"Dec 30, 2019 10:57 PM","Explain how the criteria for triangle congruence (ASA, SAS, and SSS) follow from the definition of congruence in terms of rigid motions.",http://www.corestandards.org/Math/Content/HSG/CO/B/8/,Geometry,Congruence,CCSS.Math.Content.HSG.CO.B.8,No,No,,,,,,,,,,,,,,
HSG.CO.C.9,"Dec 30, 2019 10:57 PM","Prove theorems about lines and angles. Theorems include: vertical angles are congruent; when a transversal crosses parallel lines, alternate interior angles are congruent and corresponding angles are congruent; points on a perpendicular bisector of a line segment are exactly those equidistant from the segment's endpoints.",http://www.corestandards.org/Math/Content/HSG/CO/C/9/,Geometry,Congruence,CCSS.Math.Content.HSG.CO.C.9,No,No,,https://www.notion.so/Deducing-that-when-a-line-intersects-two-parallel-lines-analogous-angles-at-the-intersections-are--e64c60ef2a9f45068e630b1c6c7089c5,https://www.notion.so/Deducing-that-when-a-line-intersects-two-parallel-lines-analogous-angles-at-the-intersections-are--9830621325744a46abee9c8e53da2610,,,,,,,,,,,
HSG.CO.C.10,"Dec 30, 2019 10:57 PM",Prove theorems about triangles. Theorems include: measures of interior angles of a triangle sum to 180Â°; base angles of isosceles triangles are congruent; the segment joining midpoints of two sides of a triangle is parallel to the third side and half the length; the medians of a triangle meet at a point.,http://www.corestandards.org/Math/Content/HSG/CO/C/10/,Geometry,Congruence,CCSS.Math.Content.HSG.CO.C.10,No,No,,,,,,,,,,,,,,
HSG.CO.C.11,"Dec 30, 2019 10:57 PM","Prove theorems about parallelograms. Theorems include: opposite sides are congruent, opposite angles are congruent, the diagonals of a parallelogram bisect each other, and conversely, rectangles are parallelograms with congruent diagonals.",http://www.corestandards.org/Math/Content/HSG/CO/C/11/,Geometry,Congruence,CCSS.Math.Content.HSG.CO.C.11,No,No,,,,,,,,,,,,,,
HSG.CO.D.12,"Dec 30, 2019 10:57 PM","Make formal geometric constructions with a variety of tools and methods (compass and straightedge, string, reflective devices, paper folding, dynamic geometric software, etc.). Copying a segment; copying an angle; bisecting a segment; bisecting an angle; constructing perpendicular lines, including the perpendicular bisector of a line segment; and constructing a line parallel to a given line through a point not on the line.",http://www.corestandards.org/Math/Content/HSG/CO/D/12/,Geometry,Congruence,CCSS.Math.Content.HSG.CO.D.12,No,No,,,,https://www.notion.so/Sample-mapping-a6d6384d192749e1aab20fcb8698dca3,,,,,,,,,,
HSG.CO.D.13,"Dec 30, 2019 10:57 PM","Construct an equilateral triangle, a square, and a regular hexagon inscribed in a circle.",http://www.corestandards.org/Math/Content/HSG/CO/D/13/,Geometry,Congruence,CCSS.Math.Content.HSG.CO.D.13,No,No,,,,,,,,,,,,,,
HSG.GMD.A.1,"Dec 30, 2019 10:57 PM","Give an informal argument for the formulas for the circumference of a circle, area of a circle, volume of a cylinder, pyramid, and cone. Use dissection arguments, Cavalieri's principle, and informal limit arguments.",http://www.corestandards.org/Math/Content/HSG/GMD/A/1/,Geometry,Geometric Measurement and Dimension,CCSS.Math.Content.HSG.GMD.A.1,No,No,,,,,,,,,,,,,,
HSG.GMD.A.2,"Dec 30, 2019 10:57 PM",Give an informal argument using Cavalieri's principle for the formulas for the volume of a sphere and other solid figures.,http://www.corestandards.org/Math/Content/HSG/GMD/A/2/,Geometry,Geometric Measurement and Dimension,CCSS.Math.Content.HSG.GMD.A.2,Yes,No,,,,,,,,,,,,,,
HSG.GMD.A.3,"Dec 30, 2019 10:57 PM","Use volume formulas for cylinders, pyramids, cones, and spheres to solve problems.",http://www.corestandards.org/Math/Content/HSG/GMD/A/3/,Geometry,Geometric Measurement and Dimension,CCSS.Math.Content.HSG.GMD.A.3,No,Yes,,,,,,,,,,,,,,
HSG.GMD.B.4,"Dec 30, 2019 10:57 PM","Identify the shapes of two-dimensional cross-sections of three-dimensional objects, and identify three-dimensional objects generated by rotations of two-dimensional objects.",http://www.corestandards.org/Math/Content/HSG/GMD/B/4/,Geometry,Geometric Measurement and Dimension,CCSS.Math.Content.HSG.GMD.B.4,No,No,,,,,,,,,,,,,,
HSG.GPE.A.1,"Dec 30, 2019 10:57 PM",Derive the equation of a circle of given center and radius using the Pythagorean Theorem; complete the square to find the center and radius of a circle given by an equation.,http://www.corestandards.org/Math/Content/HSG/GPE/A/1/,Geometry,Expressing Geometric Properties with Equations,CCSS.Math.Content.HSG.GPE.A.1,No,No,,,,,,,,,,,,,,
HSG.GPE.A.2,"Dec 30, 2019 10:57 PM",Derive the equation of a parabola given a focus and directrix.,http://www.corestandards.org/Math/Content/HSG/GPE/A/2/,Geometry,Expressing Geometric Properties with Equations,CCSS.Math.Content.HSG.GPE.A.2,No,No,,,,,,,,,,,,,,
HSG.GPE.A.3,"Dec 30, 2019 10:57 PM","Derive the equations of ellipses and hyperbolas given the foci, using the fact that the sum or difference of distances from the foci is constant.",http://www.corestandards.org/Math/Content/HSG/GPE/A/3/,Geometry,Expressing Geometric Properties with Equations,CCSS.Math.Content.HSG.GPE.A.3,Yes,No,,,,,,,,,,,,,,
HSG.GPE.B.4,"Dec 30, 2019 10:57 PM","Use coordinates to prove simple geometric theorems algebraically. For example, prove or disprove that a figure defined by four given points in the coordinate plane is a rectangle; prove or disprove that the point (1, √3) lies on the circle centered at the origin and containing the point (0, 2).",http://www.corestandards.org/Math/Content/HSG/GPE/B/4/,Geometry,Expressing Geometric Properties with Equations,CCSS.Math.Content.HSG.GPE.B.4,No,No,,,,,,,,,,,,,,
HSG.GPE.B.5,"Dec 30, 2019 10:57 PM","Prove the slope criteria for parallel and perpendicular lines and use them to solve geometric problems (e.g., find the equation of a line parallel or perpendicular to a given line that passes through a given point).",http://www.corestandards.org/Math/Content/HSG/GPE/B/5/,Geometry,Expressing Geometric Properties with Equations,CCSS.Math.Content.HSG.GPE.B.5,No,No,,,,,,,https://www.notion.so/Linear-equations-in-two-variables-2709353caddd45cb85c55d393584fdb8,,,,,,,
HSG.GPE.B.6,"Dec 30, 2019 10:57 PM",Find the point on a directed line segment between two given points that partitions the segment in a given ratio.,http://www.corestandards.org/Math/Content/HSG/GPE/B/6/,Geometry,Expressing Geometric Properties with Equations,CCSS.Math.Content.HSG.GPE.B.6,No,No,,,,,,,,,,,,,,
HSG.GPE.B.7,"Dec 30, 2019 10:57 PM","Use coordinates to compute perimeters of polygons and areas of triangles and rectangles, e.g., using the distance formula.",http://www.corestandards.org/Math/Content/HSG/GPE/B/7/,Geometry,Expressing Geometric Properties with Equations,CCSS.Math.Content.HSG.GPE.B.7,No,Yes,,,,,,,,,,,,,,
HSG.MG.A.1,"Dec 30, 2019 10:57 PM","Use geometric shapes, their measures, and their properties to describe objects (e.g., modeling a tree trunk or a human torso as a cylinder).",http://www.corestandards.org/Math/Content/HSG/MG/A/1/,Geometry,Modeling with Geometry,CCSS.Math.Content.HSG.MG.A.1,No,Yes,,,,,,,,,,,,,,
HSG.MG.A.2,"Dec 30, 2019 10:57 PM","Apply concepts of density based on area and volume in modeling situations (e.g., persons per square mile, BTUs per cubic foot).",http://www.corestandards.org/Math/Content/HSG/MG/A/2/,Geometry,Modeling with Geometry,CCSS.Math.Content.HSG.MG.A.2,No,Yes,,,,,,,,,,,,,,
HSG.MG.A.3,"Dec 30, 2019 10:57 PM","Apply geometric methods to solve design problems (e.g., designing an object or structure to satisfy physical constraints or minimize cost; working with typographic grid systems based on ratios).",http://www.corestandards.org/Math/Content/HSG/MG/A/3/,Geometry,Modeling with Geometry,CCSS.Math.Content.HSG.MG.A.3,No,Yes,,,,,,,,,,,,,,
HSG.SRT.A.1,"Dec 30, 2019 10:57 PM",Verify experimentally the properties of dilations given by a center and a scale factor:,http://www.corestandards.org/Math/Content/HSG/SRT/A/1/,Geometry,Similarity; Right Triangles; and Trigonometry,CCSS.Math.Content.HSG.SRT.A.1,No,No,,,,,,,,,,,,,,
HSG.SRT.A.2,"Dec 30, 2019 10:57 PM","Given two figures, use the definition of similarity in terms of similarity transformations to decide if they are similar; explain using similarity transformations the meaning of similarity for triangles as the equality of all corresponding pairs of angles and the proportionality of all corresponding pairs of sides.",http://www.corestandards.org/Math/Content/HSG/SRT/A/2/,Geometry,Similarity; Right Triangles; and Trigonometry,CCSS.Math.Content.HSG.SRT.A.2,No,No,,,,,,,,,,,,,,
HSG.SRT.A.3,"Dec 30, 2019 10:57 PM",Use the properties of similarity transformations to establish the AA criterion for two triangles to be similar.,http://www.corestandards.org/Math/Content/HSG/SRT/A/3/,Geometry,Similarity; Right Triangles; and Trigonometry,CCSS.Math.Content.HSG.SRT.A.3,No,No,,,,,,,,,,,,,,
HSG.SRT.B.4,"Dec 30, 2019 10:57 PM","Prove theorems about triangles. Theorems include: a line parallel to one side of a triangle divides the other two proportionally, and conversely; the Pythagorean Theorem proved using triangle similarity.",http://www.corestandards.org/Math/Content/HSG/SRT/B/4/,Geometry,Similarity; Right Triangles; and Trigonometry,CCSS.Math.Content.HSG.SRT.B.4,No,No,,,,,,,,,,,,,,
HSG.SRT.B.5,"Dec 30, 2019 10:57 PM",Use congruence and similarity criteria for triangles to solve problems and to prove relationships in geometric figures.,http://www.corestandards.org/Math/Content/HSG/SRT/B/5/,Geometry,Similarity; Right Triangles; and Trigonometry,CCSS.Math.Content.HSG.SRT.B.5,No,No,,,,,,,,,,,,,,
HSG.SRT.C.6,"Dec 30, 2019 10:57 PM","Understand that by similarity, side ratios in right triangles are properties of the angles in the triangle, leading to definitions of trigonometric ratios for acute angles.",http://www.corestandards.org/Math/Content/HSG/SRT/C/6/,Geometry,Similarity; Right Triangles; and Trigonometry,CCSS.Math.Content.HSG.SRT.C.6,No,No,,,,,,,,,,,,,,
HSG.SRT.C.7,"Dec 30, 2019 10:57 PM",Explain and use the relationship between the sine and cosine of complementary angles.,http://www.corestandards.org/Math/Content/HSG/SRT/C/7/,Geometry,Similarity; Right Triangles; and Trigonometry,CCSS.Math.Content.HSG.SRT.C.7,No,No,,,,,,,,,,,,,,
HSG.SRT.C.8,"Dec 30, 2019 10:57 PM",Use trigonometric ratios and the Pythagorean Theorem to solve right triangles in applied problems.,http://www.corestandards.org/Math/Content/HSG/SRT/C/8/,Geometry,Similarity; Right Triangles; and Trigonometry,CCSS.Math.Content.HSG.SRT.C.8,No,Yes,,https://www.notion.so/When-I-realized-I-needed-to-be-moving-the-crystal-to-the-right-as-well-and-did-some-math-Using-the--65215ebedc3d4e5a80b94f5a0e05f755,,,,,,,,,,,,
HSG.SRT.D.9,"Dec 30, 2019 10:57 PM",Derive the formula A = 1/2 ab sin(C) for the area of a triangle by drawing an auxiliary line from a vertex perpendicular to the opposite side.,http://www.corestandards.org/Math/Content/HSG/SRT/D/9/,Geometry,Similarity; Right Triangles; and Trigonometry,CCSS.Math.Content.HSG.SRT.D.9,Yes,No,,,,,,,,,,,,,,
HSG.SRT.D.10,"Dec 30, 2019 10:57 PM",Prove the Laws of Sines and Cosines and use them to solve problems.,http://www.corestandards.org/Math/Content/HSG/SRT/D/10/,Geometry,Similarity; Right Triangles; and Trigonometry,CCSS.Math.Content.HSG.SRT.D.10,Yes,No,,,,,,,,,,,,,,
HSG.SRT.D.11,"Dec 30, 2019 10:57 PM","Understand and apply the Law of Sines and the Law of Cosines to find unknown measurements in right and non-right triangles (e.g., surveying problems, resultant forces).",http://www.corestandards.org/Math/Content/HSG/SRT/D/11/,Geometry,Similarity; Right Triangles; and Trigonometry,CCSS.Math.Content.HSG.SRT.D.11,Yes,No,,,,,,,,,,,,,,
HSS.CP.A.1,"Dec 30, 2019 10:57 PM","Describe events as subsets of a sample space (the set of outcomes) using characteristics (or categories) of the outcomes, or as unions, intersections, or complements of other events (""or,"" ""and,"" ""not"").",http://www.corestandards.org/Math/Content/HSS/CP/A/1/,Statistics & Probability,Conditional Probability and the Rules of Probability,CCSS.Math.Content.HSS.CP.A.1,No,No,,,,,,,,,,,,,,
HSS.CP.A.2,"Dec 30, 2019 10:57 PM","Understand that two events A and B are independent if the probability of A and B occurring together is the product of their probabilities, and use this characterization to determine if they are independent.",http://www.corestandards.org/Math/Content/HSS/CP/A/2/,Statistics & Probability,Conditional Probability and the Rules of Probability,CCSS.Math.Content.HSS.CP.A.2,No,No,,,,,,,,,,,,,,
HSS.CP.A.3,"Dec 30, 2019 10:57 PM","Understand the conditional probability of A given B as P(A and B)/P(B), and interpret independence of A and B as saying that the conditional probability of A given B is the same as the probability of A, and the conditional probability of B given A is the same as the probability of B.",http://www.corestandards.org/Math/Content/HSS/CP/A/3/,Statistics & Probability,Conditional Probability and the Rules of Probability,CCSS.Math.Content.HSS.CP.A.3,No,No,,,,,,,,,,,,,,
HSS.CP.A.4,"Dec 30, 2019 10:57 PM","Construct and interpret two-way frequency tables of data when two categories are associated with each object being classified. Use the two-way table as a sample space to decide if events are independent and to approximate conditional probabilities. For example, collect data from a random sample of students in your school on their favorite subject among math, science, and English. Estimate the probability that a randomly selected student from your school will favor science given that the student is in tenth grade. Do the same for other subjects and compare the results.",http://www.corestandards.org/Math/Content/HSS/CP/A/4/,Statistics & Probability,Conditional Probability and the Rules of Probability,CCSS.Math.Content.HSS.CP.A.4,No,No,,,,,,,,,,,,,,
HSS.CP.A.5,"Dec 30, 2019 10:57 PM","Recognize and explain the concepts of conditional probability and independence in everyday language and everyday situations. For example, compare the chance of having lung cancer if you are a smoker with the chance of being a smoker if you have lung cancer.",http://www.corestandards.org/Math/Content/HSS/CP/A/5/,Statistics & Probability,Conditional Probability and the Rules of Probability,CCSS.Math.Content.HSS.CP.A.5,No,No,,,,,,,,,,,,,,
HSS.CP.B.6,"Dec 30, 2019 10:57 PM","Find the conditional probability of A given B as the fraction of B's outcomes that also belong to A, and interpret the answer in terms of the model.",http://www.corestandards.org/Math/Content/HSS/CP/B/6/,Statistics & Probability,Conditional Probability and the Rules of Probability,CCSS.Math.Content.HSS.CP.B.6,No,No,,,,,,,,,,,,,,
HSS.CP.B.7,"Dec 30, 2019 10:57 PM","Apply the Addition Rule, P(A or B) = P(A) + P(B) - P(A and B), and interpret the answer in terms of the model.",http://www.corestandards.org/Math/Content/HSS/CP/B/7/,Statistics & Probability,Conditional Probability and the Rules of Probability,CCSS.Math.Content.HSS.CP.B.7,No,No,,,,,,,,,,,,,,
HSS.CP.B.8,"Dec 30, 2019 10:57 PM","Apply the general Multiplication Rule in a uniform probability model, P(A and B) = P(A)P(B|A) = P(B)P(A|B), and interpret the answer in terms of the model.",http://www.corestandards.org/Math/Content/HSS/CP/B/8/,Statistics & Probability,Conditional Probability and the Rules of Probability,CCSS.Math.Content.HSS.CP.B.8,Yes,No,,,,,,,,,,,,,,
HSS.CP.B.9,"Dec 30, 2019 10:57 PM",Use permutations and combinations to compute probabilities of compound events and solve problems.,http://www.corestandards.org/Math/Content/HSS/CP/B/9/,Statistics & Probability,Conditional Probability and the Rules of Probability,CCSS.Math.Content.HSS.CP.B.9,Yes,No,,,,,,,,,,,,,,
HSS.IC.A.1,"Dec 30, 2019 10:57 PM",Understand statistics as a process for making inferences about population parameters based on a random sample from that population.,http://www.corestandards.org/Math/Content/HSS/IC/A/1/,Statistics & Probability,Making Inferences and Justifying Conclusions,CCSS.Math.Content.HSS.IC.A.1,No,No,,,,,,,,,,,,,,
HSS.IC.A.2,"Dec 30, 2019 10:57 PM","Decide if a specified model is consistent with results from a given data-generating process, e.g., using simulation. For example, a model says a spinning coin falls heads up with probability 0.5. Would a result of 5 tails in a row cause you to question the model?",http://www.corestandards.org/Math/Content/HSS/IC/A/2/,Statistics & Probability,Making Inferences and Justifying Conclusions,CCSS.Math.Content.HSS.IC.A.2,No,No,,,,,,,,,,,,,,
HSS.IC.B.3,"Dec 30, 2019 10:57 PM","Recognize the purposes of and differences among sample surveys, experiments, and observational studies; explain how randomization relates to each.",http://www.corestandards.org/Math/Content/HSS/IC/B/3/,Statistics & Probability,Making Inferences and Justifying Conclusions,CCSS.Math.Content.HSS.IC.B.3,No,No,,,,,,,,,,,,,,
HSS.IC.B.4,"Dec 30, 2019 10:57 PM",Use data from a sample survey to estimate a population mean or proportion; develop a margin of error through the use of simulation models for random sampling.,http://www.corestandards.org/Math/Content/HSS/IC/B/4/,Statistics & Probability,Making Inferences and Justifying Conclusions,CCSS.Math.Content.HSS.IC.B.4,No,No,,,,,,,,,,,,,,
HSS.IC.B.5,"Dec 30, 2019 10:57 PM",Use data from a randomized experiment to compare two treatments; use simulations to decide if differences between parameters are significant.,http://www.corestandards.org/Math/Content/HSS/IC/B/5/,Statistics & Probability,Making Inferences and Justifying Conclusions,CCSS.Math.Content.HSS.IC.B.5,No,No,,,,,,,,,,,,,,
HSS.IC.B.6,"Dec 30, 2019 10:57 PM",Evaluate reports based on data.,http://www.corestandards.org/Math/Content/HSS/IC/B/6/,Statistics & Probability,Making Inferences and Justifying Conclusions,CCSS.Math.Content.HSS.IC.B.6,No,No,,,,,,,,,,,,,,
HSS.ID.A.1,"Dec 30, 2019 10:57 PM","Represent data with plots on the real number line (dot plots, histograms, and box plots).",http://www.corestandards.org/Math/Content/HSS/ID/A/1/,Statistics & Probability,Interpreting Categorical and Quantitative Data,CCSS.Math.Content.HSS.ID.A.1,No,No,https://www.notion.so/HSS-ID-A-ec2735a2f4e84a278311ca5981be830a,,,,,,,,,,,,,
HSS.ID.A.2,"Dec 30, 2019 10:57 PM","Use statistics appropriate to the shape of the data distribution to compare center (median, mean) and spread (interquartile range, standard deviation) of two or more different data sets.",http://www.corestandards.org/Math/Content/HSS/ID/A/2/,Statistics & Probability,Interpreting Categorical and Quantitative Data,CCSS.Math.Content.HSS.ID.A.2,No,No,https://www.notion.so/HSS-ID-A-ec2735a2f4e84a278311ca5981be830a,,,,,,,,,,,,,
HSS.ID.A.3,"Dec 30, 2019 10:57 PM","Interpret differences in shape, center, and spread in the context of the data sets, accounting for possible effects of extreme data points (outliers).",http://www.corestandards.org/Math/Content/HSS/ID/A/3/,Statistics & Probability,Interpreting Categorical and Quantitative Data,CCSS.Math.Content.HSS.ID.A.3,No,No,https://www.notion.so/HSS-ID-A-ec2735a2f4e84a278311ca5981be830a,,,,,,,,,,,,,
HSS.ID.A.4,"Dec 30, 2019 10:57 PM","Use the mean and standard deviation of a data set to fit it to a normal distribution and to estimate population percentages. Recognize that there are data sets for which such a procedure is not appropriate. Use calculators, spreadsheets, and tables to estimate areas under the normal curve.",http://www.corestandards.org/Math/Content/HSS/ID/A/4/,Statistics & Probability,Interpreting Categorical and Quantitative Data,CCSS.Math.Content.HSS.ID.A.4,No,No,,,,,,,,,,,,,,
HSS.ID.B.5,"Dec 30, 2019 10:57 PM","Summarize categorical data for two categories in two-way frequency tables. Interpret relative frequencies in the context of the data (including joint, marginal, and conditional relative frequencies). Recognize possible associations and trends in the data.",http://www.corestandards.org/Math/Content/HSS/ID/B/5/,Statistics & Probability,Interpreting Categorical and Quantitative Data,CCSS.Math.Content.HSS.ID.B.5,No,No,https://www.notion.so/HSS-ID-B-38bcceebe85a43c2b641c94f8a89df3b,,,,,,,,,,,,,
HSS.ID.B.6,"Dec 30, 2019 10:57 PM","Represent data on two quantitative variables on a scatter plot, and describe how the variables are related.",http://www.corestandards.org/Math/Content/HSS/ID/B/6/,Statistics & Probability,Interpreting Categorical and Quantitative Data,CCSS.Math.Content.HSS.ID.B.6,No,No,https://www.notion.so/HSS-ID-B-38bcceebe85a43c2b641c94f8a89df3b,,,,,,,,,,,,,
HSS.ID.C.7,"Dec 30, 2019 10:57 PM",Interpret the slope (rate of change) and the intercept (constant term) of a linear model in the context of the data.,http://www.corestandards.org/Math/Content/HSS/ID/C/7/,Statistics & Probability,Interpreting Categorical and Quantitative Data,CCSS.Math.Content.HSS.ID.C.7,No,No,https://www.notion.so/HSS-ID-C-927361b9515d416c895cb6c9f8d4ec6f,,,,,,,,,,,,,
HSS.ID.C.8,"Dec 30, 2019 10:57 PM",Compute (using technology) and interpret the correlation coefficient of a linear fit.,http://www.corestandards.org/Math/Content/HSS/ID/C/8/,Statistics & Probability,Interpreting Categorical and Quantitative Data,CCSS.Math.Content.HSS.ID.C.8,No,No,https://www.notion.so/HSS-ID-C-927361b9515d416c895cb6c9f8d4ec6f,,,,,,,,,,,,,
HSS.ID.C.9,"Dec 30, 2019 10:57 PM",Distinguish between correlation and causation.,http://www.corestandards.org/Math/Content/HSS/ID/C/9/,Statistics & Probability,Interpreting Categorical and Quantitative Data,CCSS.Math.Content.HSS.ID.C.9,No,No,https://www.notion.so/HSS-ID-C-927361b9515d416c895cb6c9f8d4ec6f,,,,,,,,,,,,,
HSS.MD.A.1,"Dec 30, 2019 10:57 PM",Define a random variable for a quantity of interest by assigning a numerical value to each event in a sample space; graph the corresponding probability distribution using the same graphical displays as for data distributions.,http://www.corestandards.org/Math/Content/HSS/MD/A/1/,Statistics & Probability,Using Probability to Make Decisions,CCSS.Math.Content.HSS.MD.A.1,Yes,No,,,,,,,,,,,,,,
HSS.MD.A.2,"Dec 30, 2019 10:57 PM",Calculate the expected value of a random variable; interpret it as the mean of the probability distribution.,http://www.corestandards.org/Math/Content/HSS/MD/A/2/,Statistics & Probability,Using Probability to Make Decisions,CCSS.Math.Content.HSS.MD.A.2,Yes,No,,,,,,,,,,,,,,
HSS.MD.A.3,"Dec 30, 2019 10:57 PM","Develop a probability distribution for a random variable defined for a sample space in which theoretical probabilities can be calculated; find the expected value. For example, find the theoretical probability distribution for the number of correct answers obtained by guessing on all five questions of a multiple-choice test where each question has four choices, and find the expected grade under various grading schemes.",http://www.corestandards.org/Math/Content/HSS/MD/A/3/,Statistics & Probability,Using Probability to Make Decisions,CCSS.Math.Content.HSS.MD.A.3,Yes,No,,,,,,https://www.notion.so/In-generating-a-random-number-to-use-to-initialize-location-direction-ed6e43cef3804618888b133567b9bb03,,,,,,,,
HSS.MD.A.4,"Dec 30, 2019 10:57 PM","Develop a probability distribution for a random variable defined for a sample space in which probabilities are assigned empirically; find the expected value. For example, find a current data distribution on the number of TV sets per household in the United States, and calculate the expected number of sets per household. How many TV sets would you expect to find in 100 randomly selected households?",http://www.corestandards.org/Math/Content/HSS/MD/A/4/,Statistics & Probability,Using Probability to Make Decisions,CCSS.Math.Content.HSS.MD.A.4,Yes,No,,,,,,,,,,,,,,
HSS.MD.B.5,"Dec 30, 2019 10:57 PM",Weigh the possible outcomes of a decision by assigning probabilities to payoff values and finding expected values.,http://www.corestandards.org/Math/Content/HSS/MD/B/5/,Statistics & Probability,Using Probability to Make Decisions,CCSS.Math.Content.HSS.MD.B.5,Yes,No,,,,,,,,,,,,,,
HSS.MD.B.6,"Dec 30, 2019 10:57 PM","Use probabilities to make fair decisions (e.g., drawing by lots, using a random number generator).",http://www.corestandards.org/Math/Content/HSS/MD/B/6/,Statistics & Probability,Using Probability to Make Decisions,CCSS.Math.Content.HSS.MD.B.6,Yes,No,,,,,,https://www.notion.so/In-generating-a-random-number-to-use-to-initialize-location-direction-862b3768879b4048960ebbaac6496863,,,,https://www.notion.so/Randomizing-placement-of-dice-tootsie-roll-on-the-board-4825159135824e2496631ea51e9a3e9b,,,,
HSS.MD.B.7,"Dec 30, 2019 10:57 PM","Analyze decisions and strategies using probability concepts (e.g., product testing, medical testing, pulling a hockey goalie at the end of a game).",http://www.corestandards.org/Math/Content/HSS/MD/B/7/,Statistics & Probability,Using Probability to Make Decisions,CCSS.Math.Content.HSS.MD.B.7,Yes,No,,,,,,,,,,,,,,